CMDLINE /Users/sghelichkhani/Workplace/firedrake-2025-01-23/bin/python3 adjoint.py
MEM 647.437500 1739142668.8483
MEM 647.437500 1739142668.9524
MEM 647.468750 1739142669.0556
MEM 647.468750 1739142669.1609
MEM 647.468750 1739142669.2661
MEM 647.468750 1739142669.3712
MEM 647.468750 1739142669.4764
MEM 647.484375 1739142669.5815
MEM 647.484375 1739142669.6867
MEM 647.484375 1739142669.7918
MEM 647.484375 1739142669.8970
MEM 647.500000 1739142670.0022
MEM 647.500000 1739142670.1073
MEM 647.500000 1739142670.2125
MEM 647.593750 1739142670.3176
MEM 647.609375 1739142670.4179
MEM 647.687500 1739142670.5230
MEM 647.718750 1739142670.6282
MEM 647.718750 1739142670.7313
MEM 647.734375 1739142670.8364
MEM 647.781250 1739142670.9415
MEM 647.781250 1739142671.0467
MEM 647.781250 1739142671.1518
MEM 647.781250 1739142671.2570
MEM 647.781250 1739142671.3621
MEM 647.781250 1739142671.4641
MEM 647.843750 1739142671.5692
MEM 647.890625 1739142671.6712
MEM 647.953125 1739142671.7763
MEM 647.953125 1739142671.8815
MEM 647.984375 1739142671.9846
MEM 647.984375 1739142672.0897
MEM 647.984375 1739142672.1948
MEM 648.046875 1739142672.2979
MEM 648.046875 1739142672.4030
MEM 648.046875 1739142672.5073
MEM 648.046875 1739142672.6115
MEM 648.046875 1739142672.7166
MEM 648.046875 1739142672.8218
MEM 648.359375 1739142672.9269
MEM 648.390625 1739142673.0320
MEM 648.453125 1739142673.1372
MEM 648.484375 1739142673.2381
MEM 648.484375 1739142673.3433
MEM 648.484375 1739142673.4484
MEM 648.484375 1739142673.5507
MEM 648.515625 1739142673.6559
MEM 648.484375 1739142673.7610
MEM 648.484375 1739142673.8662
MEM 648.484375 1739142673.9714
MEM 648.484375 1739142674.0765
MEM 648.531250 1739142674.1778
MEM 648.562500 1739142674.2829
MEM 648.812500 1739142674.3881
MEM 648.812500 1739142674.4933
MEM 648.843750 1739142674.5985
MEM 648.843750 1739142674.7036
MEM 648.812500 1739142674.8087
MEM 648.890625 1739142674.9116
MEM 648.890625 1739142675.0167
MEM 648.859375 1739142675.1219
MEM 648.859375 1739142675.2270
MEM 648.859375 1739142675.3322
MEM 648.859375 1739142675.4326
MEM 648.937500 1739142675.5377
MEM 648.968750 1739142675.6428
MEM 649.015625 1739142675.7480
MEM 649.046875 1739142675.8531
MEM 649.046875 1739142675.9583
MEM 649.062500 1739142676.0634
MEM 649.062500 1739142676.1684
MEM 649.078125 1739142676.2736
MEM 649.046875 1739142676.3788
MEM 649.046875 1739142676.4839
MEM 649.046875 1739142676.5891
MEM 649.046875 1739142676.6942
MEM 649.125000 1739142676.7994
MEM 649.234375 1739142676.9045
MEM 649.390625 1739142677.0096
MEM 649.390625 1739142677.1148
MEM 649.421875 1739142677.2199
MEM 649.421875 1739142677.3219
MEM 649.390625 1739142677.4269
MEM 649.453125 1739142677.5294
MEM 649.421875 1739142677.6346
MEM 649.421875 1739142677.7380
MEM 649.421875 1739142677.8431
MEM 649.421875 1739142677.9483
MEM 649.421875 1739142678.0535
MEM 649.468750 1739142678.1586
MEM 649.515625 1739142678.2637
MEM 649.562500 1739142678.3689
MEM 649.593750 1739142678.4740
MEM 649.593750 1739142678.5792
MEM 649.609375 1739142678.6843
MEM 649.609375 1739142678.7894
MEM 649.625000 1739142678.8897
MEM 649.593750 1739142678.9949
MEM 649.593750 1739142679.0970
MEM 649.593750 1739142679.2021
MEM 649.593750 1739142679.3073
MEM 649.671875 1739142679.4103
MEM 649.843750 1739142679.5154
MEM 650.000000 1739142679.6205
MEM 650.000000 1739142679.7257
MEM 650.031250 1739142679.8309
MEM 650.031250 1739142679.9361
MEM 650.000000 1739142680.0412
MEM 650.062500 1739142680.1463
MEM 650.031250 1739142680.2515
MEM 650.031250 1739142680.3567
MEM 650.031250 1739142680.4618
MEM 650.031250 1739142680.5670
MEM 650.031250 1739142680.6721
MEM 650.312500 1739142680.7773
MEM 650.375000 1739142680.8824
MEM 650.421875 1739142680.9875
MEM 650.453125 1739142681.0883
MEM 650.453125 1739142681.1900
MEM 650.453125 1739142681.2950
MEM 650.468750 1739142681.4002
MEM 650.500000 1739142681.5042
MEM 650.468750 1739142681.6094
MEM 650.468750 1739142681.7146
MEM 650.468750 1739142681.8198
MEM 650.468750 1739142681.9249
MEM 650.703125 1739142682.0301
MEM 650.953125 1739142682.1352
MEM 651.156250 1739142682.2369
MEM 651.156250 1739142682.3421
MEM 651.187500 1739142682.4472
MEM 651.187500 1739142682.5523
MEM 651.156250 1739142682.6574
MEM 651.218750 1739142682.7626
MEM 651.187500 1739142682.8677
MEM 651.187500 1739142682.9729
MEM 651.187500 1739142683.0780
MEM 651.187500 1739142683.1832
MEM 651.187500 1739142683.2883
MEM 651.250000 1739142683.3934
MEM 651.390625 1739142683.4985
MEM 651.453125 1739142683.6037
MEM 651.484375 1739142683.7088
MEM 651.484375 1739142683.8139
MEM 651.500000 1739142683.9191
MEM 651.500000 1739142684.0241
MEM 651.578125 1739142684.1293
MEM 651.546875 1739142684.2344
MEM 651.546875 1739142684.3396
MEM 651.546875 1739142684.4448
MEM 651.546875 1739142684.5499
MEM 651.796875 1739142684.6550
MEM 651.906250 1739142684.7601
MEM 652.062500 1739142684.8653
MEM 652.062500 1739142684.9705
MEM 652.093750 1739142685.0756
MEM 652.109375 1739142685.1808
MEM 652.078125 1739142685.2858
MEM 652.140625 1739142685.3910
MEM 652.109375 1739142685.4961
MEM 652.109375 1739142685.6012
MEM 652.109375 1739142685.7064
MEM 652.109375 1739142685.8116
MEM 652.125000 1739142685.9167
MEM 652.171875 1739142686.0218
MEM 652.328125 1739142686.1269
MEM 652.375000 1739142686.2320
MEM 652.406250 1739142686.3372
MEM 652.406250 1739142686.4423
MEM 652.375000 1739142686.5475
MEM 652.390625 1739142686.6525
MEM 652.390625 1739142686.7577
MEM 652.359375 1739142686.8629
MEM 652.359375 1739142686.9680
MEM 652.359375 1739142687.0732
MEM 652.359375 1739142687.1784
MEM 652.375000 1739142687.2835
MEM 652.390625 1739142687.3887
MEM 652.531250 1739142687.4938
MEM 652.531250 1739142687.5990
MEM 652.562500 1739142687.7041
MEM 652.578125 1739142687.8093
MEM 652.562500 1739142687.9144
MEM 652.609375 1739142688.0180
MEM 652.578125 1739142688.1232
MEM 652.578125 1739142688.2283
MEM 652.578125 1739142688.3334
MEM 652.578125 1739142688.4385
MEM 652.593750 1739142688.5437
MEM 652.656250 1739142688.6488
MEM 652.906250 1739142688.7539
MEM 652.937500 1739142688.8590
MEM 652.968750 1739142688.9641
MEM 652.984375 1739142689.0693
MEM 652.953125 1739142689.1744
MEM 653.000000 1739142689.2795
MEM 653.000000 1739142689.3821
MEM 652.968750 1739142689.4873
MEM 652.968750 1739142689.5925
MEM 652.968750 1739142689.6976
MEM 652.968750 1739142689.8028
MEM 652.984375 1739142689.9079
MEM 653.015625 1739142690.0130
MEM 653.093750 1739142690.1132
MEM 653.093750 1739142690.2183
MEM 653.125000 1739142690.3223
MEM 653.140625 1739142690.4275
MEM 653.109375 1739142690.5298
MEM 653.171875 1739142690.6349
MEM 653.171875 1739142690.7364
MEM 653.140625 1739142690.8415
MEM 653.140625 1739142690.9467
MEM 653.140625 1739142691.0519
MEM 653.140625 1739142691.1526
MEM 653.218750 1739142691.2567
MEM 653.437500 1739142691.3618
MEM 653.484375 1739142691.4670
MEM 653.515625 1739142691.5722
MEM 653.515625 1739142691.6773
MEM 653.484375 1739142691.7824
MEM 653.531250 1739142691.8875
MEM 653.515625 1739142691.9895
MEM 653.515625 1739142692.0926
MEM 653.515625 1739142692.1977
MEM 653.515625 1739142692.3029
MEM 653.515625 1739142692.4080
MEM 653.531250 1739142692.5131
MEM 653.625000 1739142692.6182
MEM 653.875000 1739142692.7234
MEM 653.875000 1739142692.8286
MEM 653.906250 1739142692.9338
MEM 653.937500 1739142693.0389
MEM 653.906250 1739142693.1421
MEM 653.937500 1739142693.2445
MEM 653.937500 1739142693.3458
MEM 653.937500 1739142693.4509
MEM 653.937500 1739142693.5561
MEM 653.937500 1739142693.6613
MEM 653.937500 1739142693.7664
MEM 653.984375 1739142693.8715
MEM 654.062500 1739142693.9766
MEM 654.109375 1739142694.0794
MEM 654.140625 1739142694.1846
MEM 654.140625 1739142694.2867
MEM 654.156250 1739142694.3918
MEM 654.125000 1739142694.4969
MEM 654.171875 1739142694.5987
MEM 654.140625 1739142694.7038
MEM 654.140625 1739142694.8090
MEM 654.140625 1739142694.9141
MEM 654.140625 1739142695.0193
MEM 654.187500 1739142695.1245
MEM 654.250000 1739142695.2296
MEM 654.421875 1739142695.3347
MEM 654.453125 1739142695.4398
MEM 654.484375 1739142695.5450
MEM 654.484375 1739142695.6501
MEM 654.453125 1739142695.7526
MEM 654.453125 1739142695.8578
MEM 654.468750 1739142695.9629
MEM 654.484375 1739142696.0680
MEM 654.484375 1739142696.1699
MEM 654.484375 1739142696.2751
MEM 654.484375 1739142696.3803
MEM 654.484375 1739142696.4848
MEM 654.484375 1739142696.5899
MEM 654.484375 1739142696.6951
MEM 654.484375 1739142696.7981
MEM 654.484375 1739142696.9033
MEM 654.484375 1739142697.0084
MEM 654.453125 1739142697.1114
MEM 654.421875 1739142697.2166
MEM 654.421875 1739142697.3217
MEM 654.421875 1739142697.4269
MEM 654.421875 1739142697.5321
MEM 654.421875 1739142697.6372
MEM 654.421875 1739142697.7424
MEM 654.421875 1739142697.8456
MEM 654.421875 1739142697.9508
MEM 654.421875 1739142698.0559
MEM 654.421875 1739142698.1602
MEM 654.421875 1739142698.2653
MEM 654.421875 1739142698.3704
MEM 654.390625 1739142698.4756
MEM 654.390625 1739142698.5808
MEM 654.359375 1739142698.6860
MEM 654.375000 1739142698.7877
MEM 654.375000 1739142698.8928
MEM 654.375000 1739142698.9980
MEM 654.375000 1739142699.1010
MEM 654.375000 1739142699.2052
MEM 654.375000 1739142699.3104
MEM 654.375000 1739142699.4156
MEM 654.375000 1739142699.5208
MEM 654.375000 1739142699.6259
MEM 654.375000 1739142699.7276
MEM 654.375000 1739142699.8328
MEM 654.375000 1739142699.9380
MEM 654.375000 1739142700.0432
MEM 654.375000 1739142700.1483
MEM 654.375000 1739142700.2535
MEM 654.390625 1739142700.3586
MEM 654.390625 1739142700.4638
MEM 654.390625 1739142700.5682
MEM 654.390625 1739142700.6734
MEM 654.390625 1739142700.7785
MEM 654.390625 1739142700.8837
MEM 654.390625 1739142700.9888
MEM 654.390625 1739142701.0906
MEM 654.390625 1739142701.1958
MEM 654.437500 1739142701.3010
MEM 654.484375 1739142701.4061
MEM 654.484375 1739142701.5113
MEM 654.484375 1739142701.6164
MEM 654.484375 1739142701.7216
MEM 654.484375 1739142701.8267
MEM 654.531250 1739142701.9277
MEM 654.593750 1739142702.0282
MEM 654.593750 1739142702.1334
MEM 654.593750 1739142702.2371
MEM 654.593750 1739142702.3423
MEM 654.593750 1739142702.4474
MEM 654.656250 1739142702.5525
MEM 654.656250 1739142702.6577
MEM 654.656250 1739142702.7629
MEM 654.671875 1739142702.8680
MEM 654.718750 1739142702.9732
MEM 654.796875 1739142703.0783
MEM 654.796875 1739142703.1835
MEM 654.796875 1739142703.2886
MEM 654.796875 1739142703.3938
MEM 654.796875 1739142703.4990
MEM 654.906250 1739142703.6041
MEM 654.937500 1739142703.7093
MEM 654.937500 1739142703.8144
MEM 654.937500 1739142703.9196
MEM 655.000000 1739142704.0247
MEM 655.078125 1739142704.1290
MEM 655.078125 1739142704.2342
MEM 655.078125 1739142704.3353
MEM 655.078125 1739142704.4405
MEM 655.078125 1739142704.5457
MEM 655.156250 1739142704.6508
MEM 655.171875 1739142704.7535
MEM 655.171875 1739142704.8586
MEM 655.171875 1739142704.9637
MEM 655.218750 1739142705.0689
MEM 655.296875 1739142705.1723
MEM 655.296875 1739142705.2774
MEM 655.296875 1739142705.3826
MEM 655.296875 1739142705.4877
MEM 655.296875 1739142705.5929
MEM 655.390625 1739142705.6953
MEM 655.406250 1739142705.8004
MEM 655.406250 1739142705.9056
MEM 655.406250 1739142706.0107
MEM 655.453125 1739142706.1134
MEM 655.531250 1739142706.2185
MEM 655.531250 1739142706.3237
MEM 655.531250 1739142706.4268
MEM 655.531250 1739142706.5293
MEM 655.531250 1739142706.6345
MEM 655.609375 1739142706.7363
MEM 655.656250 1739142706.8414
MEM 655.656250 1739142706.9466
MEM 655.656250 1739142707.0517
MEM 655.718750 1739142707.1569
MEM 655.781250 1739142707.2620
MEM 659.468750 1739142707.3672
MEM 659.468750 1739142707.4724
MEM 659.484375 1739142707.5775
MEM 659.484375 1739142707.6827
MEM 659.562500 1739142707.7878
MEM 659.578125 1739142707.8930
MEM 659.578125 1739142707.9982
MEM 659.578125 1739142708.1033
MEM 659.625000 1739142708.2049
MEM 659.671875 1739142708.3066
MEM 660.375000 1739142708.4118
MEM 660.375000 1739142708.5170
MEM 660.375000 1739142708.6221
MEM 660.375000 1739142708.7272
MEM 660.437500 1739142708.8324
MEM 660.468750 1739142708.9375
MEM 660.468750 1739142709.0427
MEM 660.468750 1739142709.1478
MEM 660.484375 1739142709.2480
MEM 660.531250 1739142709.3491
MEM 660.562500 1739142709.4542
MEM 660.562500 1739142709.5594
MEM 660.562500 1739142709.6646
MEM 660.578125 1739142709.7698
MEM 660.640625 1739142709.8723
MEM 660.687500 1739142709.9774
MEM 660.687500 1739142710.0826
MEM 660.687500 1739142710.1877
MEM 660.687500 1739142710.2929
MEM 660.765625 1739142710.3980
MEM 660.781250 1739142710.5031
MEM 660.796875 1739142710.6083
MEM 660.796875 1739142710.7134
MEM 660.796875 1739142710.8186
MEM 660.859375 1739142710.9237
MEM 660.890625 1739142711.0289
MEM 660.890625 1739142711.1340
MEM 660.890625 1739142711.2391
MEM 660.921875 1739142711.3443
MEM 661.015625 1739142711.4494
MEM 661.015625 1739142711.5545
MEM 661.015625 1739142711.6597
MEM 661.015625 1739142711.7649
MEM 661.015625 1739142711.8700
MEM 661.078125 1739142711.9752
MEM 661.093750 1739142712.0803
MEM 661.093750 1739142712.1809
MEM 661.093750 1739142712.2861
MEM 661.109375 1739142712.3912
MEM 661.203125 1739142712.4963
MEM 661.218750 1739142712.6015
MEM 661.218750 1739142712.7066
MEM 661.234375 1739142712.8118
MEM 661.234375 1739142712.9169
MEM 661.281250 1739142713.0220
MEM 661.328125 1739142713.1272
MEM 661.328125 1739142713.2324
MEM 661.328125 1739142713.3375
MEM 661.375000 1739142713.4427
MEM 661.453125 1739142713.5478
MEM 661.453125 1739142713.6530
MEM 661.453125 1739142713.7581
MEM 661.453125 1739142713.8633
MEM 661.453125 1739142713.9684
MEM 661.515625 1739142714.0736
MEM 661.531250 1739142714.1787
MEM 661.546875 1739142714.2839
MEM 661.546875 1739142714.3891
MEM 661.609375 1739142714.4942
MEM 661.671875 1739142714.5993
MEM 661.671875 1739142714.7045
MEM 661.671875 1739142714.8097
MEM 661.687500 1739142714.9149
MEM 661.687500 1739142715.0200
MEM 661.750000 1739142715.1211
MEM 661.781250 1739142715.2228
MEM 661.781250 1739142715.3244
MEM 661.781250 1739142715.4261
MEM 661.812500 1739142715.5312
MEM 661.890625 1739142715.6363
MEM 661.906250 1739142715.7415
MEM 661.921875 1739142715.8450
MEM 661.921875 1739142715.9502
MEM 661.921875 1739142716.0553
MEM 661.968750 1739142716.1601
MEM 662.000000 1739142716.2652
MEM 662.000000 1739142716.3704
MEM 662.000000 1739142716.4755
MEM 662.046875 1739142716.5806
MEM 662.125000 1739142716.6857
MEM 662.125000 1739142716.7909
MEM 662.125000 1739142716.8961
MEM 662.125000 1739142717.0012
MEM 662.125000 1739142717.1064
MEM 662.187500 1739142717.2097
MEM 662.218750 1739142717.3149
MEM 662.218750 1739142717.4201
MEM 662.218750 1739142717.5252
MEM 662.281250 1739142717.6304
MEM 662.359375 1739142717.7354
MEM 662.359375 1739142717.8406
MEM 662.359375 1739142717.9458
MEM 662.359375 1739142718.0509
MEM 662.359375 1739142718.1561
MEM 662.390625 1739142718.2594
MEM 662.437500 1739142718.3645
MEM 662.437500 1739142718.4697
MEM 662.437500 1739142718.5748
MEM 662.484375 1739142718.6768
MEM 662.578125 1739142718.7819
MEM 662.578125 1739142718.8870
MEM 662.578125 1739142718.9922
MEM 662.578125 1739142719.0973
MEM 662.578125 1739142719.2025
MEM 662.625000 1739142719.3077
MEM 662.671875 1739142719.4128
MEM 662.671875 1739142719.5180
MEM 662.671875 1739142719.6231
MEM 662.687500 1739142719.7282
MEM 662.796875 1739142719.8334
MEM 662.796875 1739142719.9385
MEM 662.796875 1739142720.0436
MEM 662.796875 1739142720.1488
MEM 662.796875 1739142720.2539
MEM 662.843750 1739142720.3590
MEM 662.890625 1739142720.4641
MEM 662.890625 1739142720.5692
MEM 662.890625 1739142720.6744
MEM 662.968750 1739142720.7795
MEM 663.015625 1739142720.8834
MEM 663.046875 1739142720.9885
MEM 663.046875 1739142721.0937
MEM 663.046875 1739142721.1988
MEM 663.046875 1739142721.3040
MEM 663.109375 1739142721.4088
MEM 663.140625 1739142721.5130
MEM 663.140625 1739142721.6181
MEM 663.140625 1739142721.7233
MEM 663.218750 1739142721.8280
MEM 663.265625 1739142721.9331
MEM 663.281250 1739142722.0383
MEM 663.281250 1739142722.1420
MEM 663.281250 1739142722.2460
MEM 663.281250 1739142722.3512
MEM 663.281250 1739142722.4550
MEM 663.281250 1739142722.5602
MEM 663.281250 1739142722.6653
MEM 663.281250 1739142722.7704
MEM 663.281250 1739142722.8756
MEM 663.281250 1739142722.9808
MEM 663.281250 1739142723.0860
MEM 663.328125 1739142723.1910
MEM 663.437500 1739142723.2961
MEM 663.500000 1739142723.4013
MEM 663.531250 1739142723.5065
MEM 663.531250 1739142723.6116
MEM 663.562500 1739142723.7163
MEM 663.578125 1739142723.8214
MEM 663.609375 1739142723.9265
MEM 663.609375 1739142724.0317
MEM 663.609375 1739142724.1369
MEM 663.609375 1739142724.2420
MEM 663.609375 1739142724.3447
MEM 663.640625 1739142724.4499
MEM 663.703125 1739142724.5550
MEM 663.812500 1739142724.6603
MEM 663.812500 1739142724.7654
MEM 663.843750 1739142724.8706
MEM 663.859375 1739142724.9758
MEM 663.859375 1739142725.0809
MEM 663.906250 1739142725.1818
MEM 663.906250 1739142725.2869
MEM 663.906250 1739142725.3921
MEM 663.906250 1739142725.4973
MEM 663.906250 1739142725.6024
MEM 663.906250 1739142725.7076
MEM 663.953125 1739142725.8087
MEM 664.015625 1739142725.9138
MEM 664.078125 1739142726.0189
MEM 664.109375 1739142726.1241
MEM 664.109375 1739142726.2292
MEM 664.125000 1739142726.3325
MEM 664.140625 1739142726.4357
MEM 664.125000 1739142726.5409
MEM 664.125000 1739142726.6459
MEM 664.125000 1739142726.7510
MEM 664.125000 1739142726.8562
MEM 664.125000 1739142726.9614
MEM 664.171875 1739142727.0665
MEM 664.218750 1739142727.1716
MEM 664.281250 1739142727.2724
MEM 664.312500 1739142727.3776
MEM 664.343750 1739142727.4827
MEM 664.359375 1739142727.5879
MEM 664.328125 1739142727.6930
MEM 664.375000 1739142727.7955
MEM 664.343750 1739142727.9007
MEM 664.343750 1739142728.0059
MEM 664.343750 1739142728.1111
MEM 664.343750 1739142728.2162
MEM 664.343750 1739142728.3214
MEM 664.390625 1739142728.4265
MEM 664.453125 1739142728.5317
MEM 664.515625 1739142728.6369
MEM 664.515625 1739142728.7420
MEM 664.546875 1739142728.8446
MEM 664.562500 1739142728.9497
MEM 664.531250 1739142729.0549
MEM 664.562500 1739142729.1600
MEM 664.562500 1739142729.2621
MEM 664.562500 1739142729.3673
MEM 664.562500 1739142729.4725
MEM 664.562500 1739142729.5777
MEM 664.562500 1739142729.6828
MEM 664.625000 1739142729.7879
MEM 664.671875 1739142729.8882
MEM 664.718750 1739142729.9933
MEM 664.750000 1739142730.0985
MEM 664.750000 1739142730.2037
MEM 664.734375 1739142730.3088
MEM 664.781250 1739142730.4139
MEM 664.765625 1739142730.5154
MEM 664.765625 1739142730.6206
MEM 664.765625 1739142730.7257
MEM 664.765625 1739142730.8287
MEM 664.765625 1739142730.9339
MEM 664.781250 1739142731.0390
MEM 664.859375 1739142731.1441
MEM 665.000000 1739142731.2492
MEM 665.031250 1739142731.3544
MEM 665.062500 1739142731.4595
MEM 665.078125 1739142731.5646
MEM 665.046875 1739142731.6697
MEM 665.062500 1739142731.7749
MEM 665.062500 1739142731.8800
MEM 665.062500 1739142731.9852
MEM 665.062500 1739142732.0904
MEM 665.062500 1739142732.1955
MEM 665.062500 1739142732.3006
MEM 665.109375 1739142732.4057
MEM 665.328125 1739142732.5108
MEM 665.375000 1739142732.6146
MEM 665.406250 1739142732.7198
MEM 665.406250 1739142732.8250
MEM 665.421875 1739142732.9301
MEM 665.421875 1739142733.0352
MEM 665.437500 1739142733.1368
MEM 665.406250 1739142733.2420
MEM 665.406250 1739142733.3444
MEM 665.406250 1739142733.4496
MEM 665.406250 1739142733.5548
MEM 665.484375 1739142733.6599
MEM 665.531250 1739142733.7650
MEM 665.640625 1739142733.8702
MEM 665.640625 1739142733.9754
MEM 665.671875 1739142734.0805
MEM 665.687500 1739142734.1847
MEM 665.656250 1739142734.2898
MEM 665.703125 1739142734.3949
MEM 665.703125 1739142734.5001
MEM 665.671875 1739142734.6052
MEM 665.671875 1739142734.7104
MEM 665.671875 1739142734.8117
MEM 665.671875 1739142734.9169
MEM 665.734375 1739142735.0220
MEM 665.796875 1739142735.1240
MEM 665.859375 1739142735.2292
MEM 665.890625 1739142735.3324
MEM 665.890625 1739142735.4375
MEM 665.890625 1739142735.5427
MEM 665.875000 1739142735.6478
MEM 665.890625 1739142735.7529
MEM 665.859375 1739142735.8581
MEM 665.859375 1739142735.9633
MEM 665.859375 1739142736.0684
MEM 665.859375 1739142736.1736
MEM 665.890625 1739142736.2787
MEM 665.937500 1739142736.3838
MEM 666.000000 1739142736.4862
MEM 666.031250 1739142736.5914
MEM 666.062500 1739142736.6956
MEM 666.078125 1739142736.8007
MEM 666.046875 1739142736.9058
MEM 666.109375 1739142737.0109
MEM 666.109375 1739142737.1161
MEM 666.078125 1739142737.2212
MEM 666.078125 1739142737.3264
MEM 666.078125 1739142737.4306
MEM 666.078125 1739142737.5357
MEM 666.140625 1739142737.6382
MEM 666.171875 1739142737.7433
MEM 666.343750 1739142737.8485
MEM 666.375000 1739142737.9536
MEM 666.375000 1739142738.0544
MEM 666.375000 1739142738.1595
MEM 666.375000 1739142738.2620
MEM 666.359375 1739142738.3672
MEM 666.359375 1739142738.4724
MEM 666.359375 1739142738.5744
MEM 666.359375 1739142738.6796
MEM 666.359375 1739142738.7848
MEM 666.359375 1739142738.8899
MEM 666.406250 1739142738.9950
MEM 666.484375 1739142739.1002
MEM 666.515625 1739142739.2053
MEM 666.546875 1739142739.3105
MEM 666.546875 1739142739.4156
MEM 666.531250 1739142739.5207
MEM 666.546875 1739142739.6258
MEM 666.531250 1739142739.7261
MEM 666.531250 1739142739.8313
MEM 666.531250 1739142739.9365
MEM 666.531250 1739142740.0416
MEM 666.531250 1739142740.1468
MEM 666.578125 1739142740.2519
MEM 666.640625 1739142740.3570
MEM 666.703125 1739142740.4621
MEM 666.703125 1739142740.5673
MEM 666.734375 1739142740.6724
MEM 666.750000 1739142740.7776
MEM 666.718750 1739142740.8826
MEM 666.750000 1739142740.9878
MEM 666.750000 1739142741.0929
MEM 666.750000 1739142741.1981
MEM 666.750000 1739142741.3033
MEM 666.750000 1739142741.4084
MEM 666.750000 1739142741.5136
MEM 666.812500 1739142741.6187
MEM 666.906250 1739142741.7238
MEM 666.953125 1739142741.8289
MEM 666.984375 1739142741.9341
MEM 666.984375 1739142742.0392
MEM 666.968750 1739142742.1444
MEM 666.984375 1739142742.2495
MEM 666.984375 1739142742.3546
MEM 666.984375 1739142742.4597
MEM 666.984375 1739142742.5649
MEM 666.984375 1739142742.6700
MEM 666.984375 1739142742.7752
MEM 667.031250 1739142742.8803
MEM 667.093750 1739142742.9854
MEM 667.171875 1739142743.0906
MEM 667.171875 1739142743.1958
MEM 667.203125 1739142743.3010
MEM 667.203125 1739142743.4061
MEM 667.171875 1739142743.5112
MEM 667.203125 1739142743.6163
MEM 667.203125 1739142743.7210
MEM 667.203125 1739142743.8261
MEM 667.203125 1739142743.9314
MEM 667.203125 1739142744.0343
MEM 667.203125 1739142744.1395
MEM 667.250000 1739142744.2446
MEM 667.312500 1739142744.3496
MEM 667.359375 1739142744.4549
MEM 667.390625 1739142744.5600
MEM 667.390625 1739142744.6652
MEM 667.375000 1739142744.7703
MEM 667.406250 1739142744.8725
MEM 667.421875 1739142744.9777
MEM 667.421875 1739142745.0829
MEM 667.421875 1739142745.1880
MEM 667.421875 1739142745.2932
MEM 667.421875 1739142745.3967
MEM 667.453125 1739142745.4984
MEM 667.500000 1739142745.6035
MEM 667.546875 1739142745.7086
MEM 667.578125 1739142745.8138
MEM 667.609375 1739142745.9189
MEM 667.625000 1739142746.0219
MEM 667.593750 1739142746.1270
MEM 667.625000 1739142746.2321
MEM 667.625000 1739142746.3373
MEM 667.625000 1739142746.4376
MEM 667.625000 1739142746.5427
MEM 667.625000 1739142746.6479
MEM 667.625000 1739142746.7530
MEM 667.703125 1739142746.8581
MEM 667.750000 1739142746.9631
MEM 667.875000 1739142747.0683
MEM 667.906250 1739142747.1735
MEM 667.906250 1739142747.2786
MEM 667.906250 1739142747.3837
MEM 667.875000 1739142747.4888
MEM 667.937500 1739142747.5940
MEM 667.906250 1739142747.6991
MEM 667.906250 1739142747.8043
MEM 667.906250 1739142747.9095
MEM 667.906250 1739142748.0146
MEM 667.921875 1739142748.1198
MEM 668.421875 1739142748.2249
MEM 668.484375 1739142748.3300
MEM 668.515625 1739142748.4351
MEM 668.546875 1739142748.5403
MEM 668.546875 1739142748.6455
MEM 668.515625 1739142748.7460
MEM 668.531250 1739142748.8494
MEM 668.546875 1739142748.9510
MEM 668.562500 1739142749.0528
MEM 668.562500 1739142749.1580
MEM 668.562500 1739142749.2632
MEM 668.562500 1739142749.3671
MEM 668.562500 1739142749.4723
MEM 668.562500 1739142749.5775
MEM 668.562500 1739142749.6826
MEM 668.562500 1739142749.7878
MEM 668.562500 1739142749.8929
MEM 668.562500 1739142749.9981
MEM 668.531250 1739142750.1032
MEM 668.500000 1739142750.2084
MEM 668.500000 1739142750.3112
MEM 668.500000 1739142750.4163
MEM 668.500000 1739142750.5215
MEM 668.500000 1739142750.6266
MEM 668.500000 1739142750.7301
MEM 668.500000 1739142750.8353
MEM 668.500000 1739142750.9404
MEM 668.500000 1739142751.0434
MEM 668.500000 1739142751.1486
MEM 668.500000 1739142751.2537
MEM 668.500000 1739142751.3567
MEM 668.500000 1739142751.4619
MEM 668.468750 1739142751.5670
MEM 668.437500 1739142751.6722
MEM 668.437500 1739142751.7774
MEM 668.437500 1739142751.8825
MEM 668.437500 1739142751.9877
MEM 668.437500 1739142752.0929
MEM 668.437500 1739142752.1981
MEM 668.437500 1739142752.3017
MEM 668.437500 1739142752.4069
MEM 668.437500 1739142752.5084
MEM 668.437500 1739142752.6136
MEM 668.437500 1739142752.7187
MEM 668.437500 1739142752.8239
MEM 668.437500 1739142752.9291
MEM 668.437500 1739142753.0342
MEM 668.437500 1739142753.1394
MEM 668.437500 1739142753.2445
MEM 668.437500 1739142753.3496
MEM 668.437500 1739142753.4548
MEM 668.437500 1739142753.5599
MEM 668.437500 1739142753.6651
MEM 668.437500 1739142753.7703
MEM 668.437500 1739142753.8754
MEM 668.437500 1739142753.9805
MEM 668.437500 1739142754.0857
MEM 668.437500 1739142754.1909
MEM 668.437500 1739142754.2960
MEM 668.515625 1739142754.3976
MEM 668.531250 1739142754.5027
MEM 668.531250 1739142754.6079
